U+0021	!
U+5584	善
喇-Kaisho	U+5587	喇
U+5587	喇
U+5589	喉
U+558a	喊
喋-Kaisho	U+558b	喋
U+558b	喋
U+5598	喘
U+5599	喙
U+559a	喚
U+559c	喜
喝-Kaisho	U+559d	喝
U+559d	喝
喞-Kaisho	U+559e	喞
U+559e	喞
喟-Kaisho	U+559f	喟
U+559f	喟
喧-Kaisho	U+55a7	喧
U+55a7	喧
喨-Kaisho	U+55a8	喨
U+55a8	喨
U+55a9	喩
U+55aa	喪
U+55ab	喫
喫-VtLst	U+55ab	喫
U+55ac	喬
單-Kaisho	U+55ae	單
U+55ae	單
喰-HyougaiKaisho	U+55b0	喰
喰-Hyougai	U+55b0	喰
U+55b0	喰
U+55b6	営
U+55bb	喻
嗄-Kaisho	U+55c4	嗄
U+55c4	嗄
嗅-Kaisho	U+55c5	嗅
U+55c5	嗅
U+55c7	嗇
嗔-Kaisho	U+55d4	嗔
U+55d4	嗔
U+55da	嗚
嗜-Kaisho	U+55dc	嗜
U+55dc	嗜
U+55df	嗟
嗣-Kaisho	U+55e3	嗣
U+55e3	嗣
U+55e4	嗤
嗷-Kaisho	U+55f7	嗷
U+55f7	嗷
嗹-Kaisho	U+55f9	嗹
U+55f9	嗹
嗽-Kaisho	U+55fd	嗽
U+55fd	嗽
嗾-Kaisho	U+55fe	嗾
U+55fe	嗾
U+5606	嘆
U+5609	嘉
U+5614	嘔
嘖-Kaisho	U+5616	嘖
嘖-KaishoVtLst	U+5616	嘖
U+5616	嘖
嘗-Kaisho	U+5617	嘗
U+5617	嘗
嘘-HzFstLeRi	U+5618	嘘
嘘-HzFstRiLe	U+5618	嘘
嘘-Jinmei	U+5618	嘘
U+5618	嘘
嘘-VtFstRiLe	U+5618	嘘
嘛-Kaisho	U+561b	嘛
U+561b	嘛
U+5629	嘩
嘯-Kaisho	U+562f	嘯
嘯-KaishoVt6	U+562f	嘯
U+562f	嘯
U+5631	嘱
嘲-HyougaiKaisho	U+5632	嘲
嘲-Hyougai	U+5632	嘲
U+5632	嘲
U+5634	嘴
嘶-Kaisho	U+5636	嘶
U+5636	嘶
嘸-HzLst	U+5638	嘸
U+5638	嘸
噂-HyougaiKaisho	U+5642	噂
噂-Hyougai	U+5642	噂
U+5642	噂
噌-HyougaiKaisho	U+564c	噌
噌-Hyougai	U+564c	噌
U+564c	噌
U+564e	噎
U+5650	噐
噛-HzFst	U+565b	噛
U+565b	噛
U+5664	噤
U+5668	器
噪-Kaisho	U+566a	噪
U+566a	噪
噫-Kaisho	U+566b	噫
U+566b	噫
U+566c	噬
噴-Kaisho	U+5674	噴
U+5674	噴
噸-Kaisho	U+5678	噸
U+5678	噸
噺-Kaisho	U+567a	噺
U+567a	噺
嚀-Kaisho	U+5680	嚀
U+5680	嚀
嚆-Kaisho	U+5686	嚆
U+5686	嚆
U+5687	嚇
嚊-Kaisho	U+568a	嚊
U+568a	嚊
嚏-Kaisho	U+568f	嚏
U+568f	嚏
嚔-Kaisho	U+5694	嚔
U+5694	嚔
U+56a0	嚠
U+56a2	嚢
U+56a5	嚥
嚮-Kaisho	U+56ae	嚮
U+56ae	嚮
嚴-Kaisho	U+56b4	嚴
嚴-KaishoVt3	U+56b4	嚴
U+56b4	嚴
嚶-Kaisho	U+56b6	嚶
U+56b6	嚶
嚼-Kaisho	U+56bc	嚼
U+56bc	嚼
囀-HyougaiKaisho	U+56c0	囀
囀-Hyougai	U+56c0	囀
U+56c0	囀
囁-Kaisho	U+56c1	囁
囁-KaishoVt3	U+56c1	囁
U+56c1	囁
囂-Kaisho	U+56c2	囂
U+56c2	囂
囃-Kaisho	U+56c3	囃
U+56c3	囃
U+56c8	囈
囎-Kaisho	U+56ce	囎
U+56ce	囎
U+56d1	囑
囓-HzFst	U+56d3	囓
U+56d3	囓
U+56d7	囗
U+56d8	囘
U+56da	囚
U+56db	四
U+56de	回
U+56e0	因
U+56e3	団
U+56ee	囮
困-Kaisho	U+56f0	困
U+56f0	困
U+56f2	囲
U+56f3	図
囹-Insatsu	U+56f9	囹
U+56f9	囹
U+56fa	固
U+56fd	国
国-VtLst	U+56fd	国
囿-Kaisho	U+56ff	囿
U+56ff	囿
圀-Kaisho	U+5700	圀
U+5700	圀
圃-Kaisho	U+5703	圃
U+5703	圃
U+5704	圄
U+5708	圈
U+5709	圉
U+570b	國
U+570d	圍
U+570f	圏
U+5712	園
U+5713	圓
圖-Kaisho	U+5716	圖
U+5716	圖
U+5718	團
U+571c	圜
U+571f	土
U+5723	圣
U+5726	圦
U+5727	圧
U+5728	在
U+572d	圭
U+5730	地
U+5737	圷
U+5738	圸
U+573b	圻
址-HzFst	U+5740	址
U+5740	址
U+5742	坂
均-Kaisho	U+5747	均
U+5747	均
坊-Kaisho	U+574a	坊
U+574a	坊
U+574e	坎
U+574f	坏
U+5750	坐
坐-VtLst	U+5750	坐
坑-Kaisho	U+5751	坑
U+5751	坑
U+5761	坡
坤-Kaisho	U+5764	坤
U+5764	坤
坦-Kaisho	U+5766	坦
U+5766	坦
坩-Kaisho	U+5769	坩
U+5769	坩
U+576a	坪
U+577f	坿
U+5782	垂
垂-VtLst	U+5782	垂
U+5788	垈
U+5789	垉
U+578b	型
垓-Kaisho	U+5793	垓
U+5793	垓
垠-Kaisho	U+57a0	垠
U+57a0	垠
U+57a2	垢
垣-Kaisho	U+57a3	垣
U+57a3	垣
U+57a4	垤
垤-VtFst	U+57a4	垤
U+57aa	垪
垰-HzFst	U+57b0	垰
U+57b0	垰
U+57b3	垳
U+57c0	埀
U+57c3	埃
埆-Kaisho	U+57c6	埆
U+57c6	埆
埋-Kaisho	U+57cb	埋
埋-KaishoVtLst	U+57cb	埋
U+57cb	埋
U+57ce	城
U+57d2	埒
U+57d3	埓
埔-Kaisho	U+57d4	埔
U+57d4	埔
U+57d6	埖
U+57dc	埜
U+57df	域
U+57e0	埠
埣-Kaisho	U+57e3	埣
U+57e3	埣
埴-Kaisho	U+57f4	埴
U+57f4	埴
U+57f6	埶
U+57f7	執
培-Kaisho	U+57f9	培
U+57f9	培
基-Kaisho	U+57fa	基
U+57fa	基
U+57fc	埼
U+5800	堀
U+5802	堂
堅-HzFst	U+5805	堅
U+5805	堅
U+5806	堆
U+580a	堊
堋-Kaisho	U+580b	堋
U+580b	堋
堕-Kaisho	U+5815	堕
U+5815	堕
U+5819	堙
堝-HzFst	U+581d	堝
U+581d	堝
堡-Kaisho	U+5821	堡
U+5821	堡
堤-Kaisho	U+5824	堤
U+5824	堤
堪-Kaisho	U+582a	堪
U+582a	堪
U+582f	堯
堰-Kaisho	U+5830	堰
U+5830	堰
U+5831	報
報-VtFst	U+5831	報
場-Kaisho	U+5834	場
U+5834	場
堵-HyougaiKaisho	U+5835	堵
堵-Hyougai	U+5835	堵
堵-Kaisho	U+5835	堵
U+5835	堵
堺-Kaisho	U+583a	堺
U+583a	堺
堽-HzFst	U+583d	堽
U+583d	堽
U+5840	塀
塁-Kaisho	U+5841	塁
U+5841	塁
塊-Kaisho	U+584a	塊
U+584a	塊
U+584b	塋
塑-Kaisho	U+5851	塑
U+5851	塑
塒-Kaisho	U+5852	塒
U+5852	塒
U+5854	塔
U+5857	塗
塘-KaishoHzLst	U+5858	塘
塘-Kaisho	U+5858	塘
塘-KaishoVt5	U+5858	塘
U+5858	塘
塙-Kaisho	U+5859	塙
U+5859	塙
U+585a	塚
塞-Kaisho	U+585e	塞
塞-KaishoVtLst	U+585e	塞
U+585e	塞
塡-Kaisho	U+5861	塡
U+5861	塡
U+5862	塢
U+5869	塩
填-Kaisho	U+586b	填
U+586b	填
U+5870	塰
塲-Kaisho	U+5872	塲
U+5872	塲
塵-Kaisho	U+5875	塵
U+5875	塵
塹-Kaisho	U+5879	塹
U+5879	塹
塾-Kaisho	U+587e	塾
U+587e	塾
境-Kaisho	U+5883	境
U+5883	境
墅-Kaisho	U+5885	墅
墅-KaishoVtLst	U+5885	墅
U+5885	墅
墓-Kaisho	U+5893	墓
U+5893	墓
増-Kaisho	U+5897	増
U+5897	増
U+589c	墜
墟-HzFstLeRi	U+589f	墟
墟-HzFstRiLe	U+589f	墟
U+589f	墟
墟-VtFstRiLe	U+589f	墟
墨-Kaisho	U+58a8	墨
墨-KaishoVtLst	U+58a8	墨
U+58a8	墨
墫-Kaisho	U+58ab	墫
U+58ab	墫
墮-Kaisho	U+58ae	墮
U+58ae	墮
墳-Kaisho	U+58b3	墳
U+58b3	墳
墸-Kaisho	U+58b8	墸
U+58b8	墸
墹-Kaisho	U+58b9	墹
U+58b9	墹
U+58ba	墺
U+58bb	墻
墾-Kaisho	U+58be	墾
U+58be	墾
壁-Kaisho	U+58c1	壁
U+58c1	壁
壅-Kaisho	U+58c5	壅
U+58c5	壅
壇-Kaisho	U+58c7	壇
U+58c7	壇
壊-Kaisho	U+58ca	壊
U+58ca	壊
壌-Kaisho	U+58cc	壌
壌-KaishoVtLst	U+58cc	壌
U+58cc	壌
U+58d1	壑
壓-Kaisho	U+58d3	壓
U+58d3	壓
壕-Kaisho	U+58d5	壕
U+58d5	壕
U+58d7	壗
壗-VtLst	U+58d7	壗
壘-Kaisho	U+58d8	壘
U+58d8	壘
壙-Kaisho	U+58d9	壙
壙-KaishoVtLst	U+58d9	壙
U+58d9	壙
壜-Kaisho	U+58dc	壜
U+58dc	壜
壞-Kaisho	U+58de	壞
U+58de	壞
壟-Kaisho	U+58df	壟
U+58df	壟
壤-Kaisho	U+58e4	壤
U+58e4	壤
U+58e5	壥
壥-VtLst	U+58e5	壥
U+58eb	士
U+58ec	壬
U+58ee	壮
U+58ef	壯
U+58f0	声
壱-Kaisho	U+58f1	壱
U+58f1	壱
U+58f2	売
U+58f7	壷
U+58f9	壹
U+58fa	壺
壻-Kaisho	U+58fb	壻
U+58fb	壻
U+58fc	壼
U+58fd	壽
U+5902	夂
変-Kaisho	U+5909	変
U+5909	変
U+590a	夊
U+590d	复
夏-Kaisho	U+590f	夏
U+590f	夏
夐-Kaisho	U+5910	夐
U+5910	夐
U+5915	夕
U+5916	外
U+5918	夘
U+5919	夙
U+591a	多
夛-Kaisho	U+591b	夛
U+591b	夛
夜-Kaisho	U+591c	夜
U+591c	夜
U+5922	夢
夥-Kaisho	U+5925	夥
U+5925	夥
U+5927	大
天-Kaisho	U+5929	天
U+5929	天
U+592a	太
U+592b	夫
U+592c	夬
U+592d	夭
U+592e	央
U+5931	失
U+5932	夲
U+5937	夷
U+5938	夸
U+593e	夾
奄-Kaisho	U+5944	奄
U+5944	奄
U+5947	奇
U+5948	奈
U+5949	奉
U+594e	奎
U+594f	奏
U+5950	奐
U+5951	契
契-VtLst	U+5951	契
U+5954	奔
奕-Kaisho	U+5955	奕
U+5955	奕
套-HzFst	U+5957	套
U+5957	套
U+5958	奘
U+595a	奚
奠-Kaisho	U+5960	奠
U+5960	奠
奢-Kaisho	U+5962	奢
U+5962	奢
U+5965	奥
U+5967	奧
U+5968	奨
U+5969	奩
U+596a	奪
U+596c	奬
奮-Kaisho	U+596e	奮
U+596e	奮
U+5973	女
U+5974	奴
U+5978	奸
U+597d	好
U+5981	妁
U+5982	如
U+5983	妃
妄-Kaisho	U+5984	妄
U+5984	妄
U+598a	妊
U+598d	妍
U+5993	妓
U+5996	妖
U+5999	妙
U+599b	妛
U+599d	妝
妣-Kaisho	U+59a3	妣
U+59a3	妣
U+59a5	妥
妨-Kaisho	U+59a8	妨
U+59a8	妨
U+59ac	妬
妲-Kaisho	U+59b2	妲
U+59b2	妲
妹-Kaisho	U+59b9	妹
U+59b9	妹
U+59bb	妻
妻-VtLst	U+59bb	妻
妾-Kaisho	U+59be	妾
U+59be	妾
U+59c6	姆
姉-Kaisho	U+59c9	姉
U+59c9	姉
U+59cb	始
姐-Kaisho	U+59d0	姐
U+59d0	姐
U+59d1	姑
U+59d3	姓
姓-VtLst	U+59d3	姓
委-Kaisho	U+59d4	委
U+59d4	委
U+59d9	姙
姚-MidFst	U+59da	姚
U+59da	姚
U+59dc	姜
U+59e5	姥
U+59e6	姦
U+59e8	姨
U+59ea	姪
姪-VtFst	U+59ea	姪
姫-HzFst	U+59eb	姫
U+59eb	姫
U+59f6	姶
U+59fb	姻
姿-Kaisho	U+59ff	姿
U+59ff	姿
U+5a01	威
U+5a03	娃
娉-Kaisho	U+5a09	娉
娉-KaishoVtLst	U+5a09	娉
U+5a09	娉
U+5a11	娑
娘-Kaisho	U+5a18	娘
U+5a18	娘
娚-Kaisho	U+5a1a	娚
U+5a1a	娚
U+5a1c	娜
娟-Kaisho	U+5a1f	娟
U+5a1f	娟
U+5a20	娠
U+5a25	娥
娩-Hyougai	U+5a29	娩
娩-Jinmei	U+5a29	娩
U+5a29	娩
U+5a2f	娯
娵-Kaisho	U+5a35	娵
娵-KaishoVt3	U+5a35	娵
U+5a35	娵
娶-Kaisho	U+5a36	娶
娶-KaishoVt3	U+5a36	娶
U+5a36	娶
娼-Kaisho	U+5a3c	娼
U+5a3c	娼
U+5a40	婀
U+5a41	婁
U+5a46	婆
婉-Kaisho	U+5a49	婉
U+5a49	婉
婚-Kaisho	U+5a5a	婚
U+5a5a	婚
婢-Kaisho	U+5a62	婢
U+5a62	婢
婦-Kaisho	U+5a66	婦
U+5a66	婦
U+5a6a	婪
U+5a6c	婬
婿-Kaisho	U+5a7f	婿
U+5a7f	婿
媒-Kaisho	U+5a92	媒
U+5a92	媒
媚-Kaisho	U+5a9a	媚
U+5a9a	媚
U+5a9b	媛
U+5abc	媼
U+5abd	媽
媽-Vt6	U+5abd	媽
媾-Kaisho	U+5abe	媾
U+5abe	媾
嫁-Kaisho	U+5ac1	嫁
U+5ac1	嫁
嫂-MdFst	U+5ac2	嫂
U+5ac2	嫂
嫉-Kaisho	U+5ac9	嫉
U+5ac9	嫉
U+5acb	嫋
U+5acc	嫌
嫐-Kaisho	U+5ad0	嫐
U+5ad0	嫐
U+5ad6	嫖
U+5ad7	嫗
嫡-Kaisho	U+5ae1	嫡
U+5ae1	嫡
嫣-HzFst	U+5ae3	嫣
U+5ae3	嫣
U+5ae6	嫦
嫩-Kaisho	U+5ae9	嫩
U+5ae9	嫩
嫺-Kaisho	U+5afa	嫺
U+5afa	嫺
嫻-Kaisho	U+5afb	嫻
U+5afb	嫻
U+5b09	嬉
嬋-Kaisho	U+5b0b	嬋
U+5b0b	嬋
U+5b0c	嬌
嬖-Kaisho	U+5b16	嬖
U+5b16	嬖
嬢-Kaisho	U+5b22	嬢
嬢-KaishoVtLst	U+5b22	嬢
U+5b22	嬢
嬪-Kaisho	U+5b2a	嬪
U+5b2a	嬪
U+5b2c	嬬
嬰-Kaisho	U+5b30	嬰
U+5b30	嬰
嬲-Kaisho	U+5b32	嬲
U+5b32	嬲
嬶-Kaisho	U+5b36	嬶
U+5b36	嬶
嬾-Kaisho	U+5b3e	嬾
U+5b3e	嬾
孀-Kaisho	U+5b40	孀
U+5b40	孀
孃-Kaisho	U+5b43	孃
孃-KaishoVtLst	U+5b43	孃
U+5b43	孃
U+5b45	孅
U+5b50	子
U+5b51	孑
U+5b54	孔
U+5b55	孕
字-Kaisho	U+5b57	字
U+5b57	字
U+5b58	存
U+5b5a	孚
U+5b5b	孛
U+5b5c	孜
U+5b5d	孝
U+5b5f	孟
季-Kaisho	U+5b63	季
U+5b63	季
U+5b64	孤
U+5b65	孥
U+5b66	学
孩-Kaisho	U+5b69	孩
U+5b69	孩
孫-Kaisho	U+5b6b	孫
U+5b6b	孫
孰-Kaisho	U+5b70	孰
U+5b70	孰
U+5b71	孱
U+5b73	孳
U+5b75	孵
孵-TenLst	U+5b75	孵
學-LeFst	U+5b78	學
U+5b78	學
U+5b7a	孺
宀-Kaisho	U+5b80	宀
U+5b80	宀
它-Kaisho	U+5b83	它
U+5b83	它
宅-Kaisho	U+5b85	宅
U+5b85	宅
宇-Kaisho	U+5b87	宇
U+5b87	宇
守-Kaisho	U+5b88	守
U+5b88	守
安-Kaisho	U+5b89	安
U+5b89	安
宋-Kaisho	U+5b8b	宋
U+5b8b	宋
完-Kaisho	U+5b8c	完
U+5b8c	完
宍-Kaisho	U+5b8d	宍
U+5b8d	宍
宏-Kaisho	U+5b8f	宏
U+5b8f	宏
宕-Kaisho	U+5b95	宕
U+5b95	宕
宗-Kaisho	U+5b97	宗
U+5b97	宗
官-Kaisho	U+5b98	官
U+5b98	官
宙-Kaisho	U+5b99	宙
宙-KaishoVtLst	U+5b99	宙
U+5b99	宙
定-Kaisho	U+5b9a	定
U+5b9a	定
宛-Kaisho	U+5b9b	宛
U+5b9b	宛
宜-Kaisho	U+5b9c	宜
U+5b9c	宜
宝-Kaisho	U+5b9d	宝
宝-KaishoVtLst	U+5b9d	宝
U+5b9d	宝
実-Kaisho	U+5b9f	実
U+5b9f	実
客-Kaisho	U+5ba2	客
U+5ba2	客
宣-Kaisho	U+5ba3	宣
U+5ba3	宣
室-Kaisho	U+5ba4	室
室-KaishoVtFst	U+5ba4	室
U+5ba4	室
宥-Kaisho	U+5ba5	宥
U+5ba5	宥
宦-KaishoHzFst	U+5ba6	宦
宦-Kaisho	U+5ba6	宦
U+5ba6	宦
宮-Kaisho	U+5bae	宮
U+5bae	宮
宰-Kaisho	U+5bb0	宰
U+5bb0	宰
害-Kaisho	U+5bb3	害
害-KaishoVtLst	U+5bb3	害
U+5bb3	害
宴-Kaisho	U+5bb4	宴
U+5bb4	宴
宵-Kaisho	U+5bb5	宵
U+5bb5	宵
家-Kaisho	U+5bb6	家
U+5bb6	家
宸-Kaisho	U+5bb8	宸
U+5bb8	宸
容-Kaisho	U+5bb9	容
U+5bb9	容
宿-Kaisho	U+5bbf	宿
U+5bbf	宿
寂-KaishoHzFst	U+5bc2	寂
寂-Kaisho	U+5bc2	寂
U+5bc2	寂
寃-Kaisho	U+5bc3	寃
U+5bc3	寃
寄-Kaisho	U+5bc4	寄
U+5bc4	寄
寅-Kaisho	U+5bc5	寅
寅-KaishoVtLst	U+5bc5	寅
U+5bc5	寅
密-Kaisho	U+5bc6	密
密-KaishoTen3	U+5bc6	密
U+5bc6	密
寇-Kaisho	U+5bc7	寇
U+5bc7	寇
寉-Kaisho	U+5bc9	寉
U+5bc9	寉
富-Kaisho	U+5bcc	富
U+5bcc	富
寐-Kaisho	U+5bd0	寐
U+5bd0	寐
寒-Kaisho	U+5bd2	寒
寒-KaishoVtLst	U+5bd2	寒
U+5bd2	寒
寓-Kaisho	U+5bd3	寓
U+5bd3	寓
寔-Kaisho	U+5bd4	寔
U+5bd4	寔
寛-Kaisho	U+5bdb	寛
U+5bdb	寛
寝-Kaisho	U+5bdd	寝
U+5bdd	寝
寞-Kaisho	U+5bde	寞
U+5bde	寞
察-Kaisho	U+5bdf	察
U+5bdf	察
寡-Kaisho	U+5be1	寡
U+5be1	寡
寢-Kaisho	U+5be2	寢
U+5be2	寢
寤-Kaisho	U+5be4	寤
U+5be4	寤
寥-Kaisho	U+5be5	寥
U+5be5	寥
實-Kaisho	U+5be6	實
U+5be6	實
寧-Kaisho	U+5be7	寧
U+5be7	寧
寨-Kaisho	U+5be8	寨
寨-KaishoVtLst	U+5be8	寨
U+5be8	寨
審-Kaisho	U+5be9	審
U+5be9	審
寫-KaishoHzFst	U+5beb	寫
寫-Kaisho	U+5beb	寫
U+5beb	寫
寮-Kaisho	U+5bee	寮
U+5bee	寮
寰-Kaisho	U+5bf0	寰
U+5bf0	寰
寳-Kaisho	U+5bf3	寳
寳-KaishoVtLst	U+5bf3	寳
U+5bf3	寳
寵-Kaisho	U+5bf5	寵
U+5bf5	寵
寶-Kaisho	U+5bf6	寶
寶-KaishoVtLst	U+5bf6	寶
U+5bf6	寶
U+5bf8	寸
U+5bfa	寺
対-Kaisho	U+5bfe	対
U+5bfe	対
U+5bff	寿
U+5c01	封
専-Kaisho	U+5c02	専
専-KaishoVt4	U+5c02	専
専-KaishoVtLst	U+5c02	専
U+5c02	専
U+5c03	尃
射-Kaisho	U+5c04	射
U+5c04	射
U+5c05	尅
U+5c06	将
U+5c07	將
U+5c08	專
U+5c09	尉
尊-Kaisho	U+5c0a	尊
U+5c0a	尊
尋-Kaisho	U+5c0b	尋
U+5c0b	尋
U+5c0d	對
對-VtLst	U+5c0d	對
導-Kaisho	U+5c0e	導
U+5c0e	導
U+5c0f	小
U+5c11	少
U+5c13	尓
U+5c16	尖
U+5c1a	尚
尠-Kaisho	U+5c20	尠
U+5c20	尠
U+5c22	尢
U+5c24	尤
U+5c28	尨
U+5c2d	尭
就-Kaisho	U+5c31	就
U+5c31	就
U+5c38	尸
U+5c39	尹
U+5c3a	尺
U+5c3b	尻
U+5c3c	尼
U+5c3d	尽
U+5c3e	尾
U+5c3f	尿
U+5c40	局
屁-Kaisho	U+5c41	屁
U+5c41	屁
U+5c45	居
U+5c46	屆
U+5c48	屈
届-Kaisho	U+5c4a	届
届-KaishoVtLst	U+5c4a	届
U+5c4a	届
U+5c4b	屋
屋-VtFst	U+5c4b	屋
U+5c4d	屍
屎-Kaisho	U+5c4e	屎
U+5c4e	屎
U+5c4f	屏
U+5c50	屐
屑-HyougaiKaisho	U+5c51	屑
屑-Hyougai	U+5c51	屑
屑-Kaisho	U+5c51	屑
U+5c51	屑
屓-Kaisho	U+5c53	屓
U+5c53	屓
U+5c55	展
U+5c5e	属
屠-HyougaiKaisho	U+5c60	屠
屠-Hyougai	U+5c60	屠
U+5c60	屠
U+5c61	屡
層-Kaisho	U+5c64	層
U+5c64	層
履-Kaisho	U+5c65	履
U+5c65	履
U+5c6c	屬
U+5c6e	屮
U+5c6f	屯
U+5c71	山
U+5c76	屶
U+5c79	屹
U+5c8c	岌
U+5c90	岐
U+5c91	岑
U+5c94	岔
U+5ca1	岡
岨-Kaisho	U+5ca8	岨
U+5ca8	岨
U+5ca9	岩
岫-Kaisho	U+5cab	岫
岫-KaishoVtLst	U+5cab	岫
U+5cab	岫
岬-Kaisho	U+5cac	岬
U+5cac	岬
U+5cb1	岱
U+5cb3	岳
岶-Kaisho	U+5cb6	岶
U+5cb6	岶
U+5cb7	岷
U+5cb8	岸
U+5cbb	岻
U+5cbc	岼
岾-HzFst	U+5cbe	岾
U+5cbe	岾
U+5cc5	峅
U+5cc7	峇
U+5cd9	峙
峠-HzFst	U+5ce0	峠
U+5ce0	峠
U+5ce1	峡
U+5ce8	峨
U+5ce9	峩
U+5cea	峪
峭-Kaisho	U+5ced	峭
U+5ced	峭
U+5cef	峯
U+5cf0	峰
島-Kaisho	U+5cf6	島
U+5cf6	島
峺-Kaisho	U+5cfa	峺
U+5cfa	峺
U+5cfb	峻
U+5cfd	峽
崇-Kaisho	U+5d07	崇
U+5d07	崇
U+5d0b	崋
U+5d0e	崎
崑-Kaisho	U+5d11	崑
U+5d11	崑
U+5d14	崔
U+5d15	崕
U+5d16	崖
U+5d17	崗
崘-Kaisho	U+5d18	崘
U+5d18	崘
崙-Kaisho	U+5d19	崙
U+5d19	崙
U+5d1a	崚
U+5d1b	崛
U+5d1f	崟
U+5d22	崢
崩-Kaisho	U+5d29	崩
U+5d29	崩
嵋-Kaisho	U+5d4b	嵋
U+5d4b	嵋
嵌-Kaisho	U+5d4c	嵌
U+5d4c	嵌
嵎-Kaisho	U+5d4e	嵎
U+5d4e	嵎
U+5d50	嵐
U+5d52	嵒
嵜-Kaisho	U+5d5c	嵜
U+5d5c	嵜
嵩-Kaisho	U+5d69	嵩
U+5d69	嵩
嵬-Kaisho	U+5d6c	嵬
U+5d6c	嵬
U+5d6f	嵯
嵯-VtLst	U+5d6f	嵯
U+5d73	嵳
嵳-VtLst	U+5d73	嵳
U+5d76	嵶
嶂-Kaisho	U+5d82	嶂
U+5d82	嶂
嶄-Kaisho	U+5d84	嶄
U+5d84	嶄
U+5d87	嶇
嶋-Kaisho	U+5d8b	嶋
U+5d8b	嶋
嶌-Kaisho	U+5d8c	嶌
U+5d8c	嶌
U+5d90	嶐
嶐-VtLst	U+5d90	嶐
嶝-Dg3	U+5d9d	嶝
嶝-DgLst	U+5d9d	嶝
U+5d9d	嶝
U+5da2	嶢
U+5dac	嶬
U+5dae	嶮
嶷-Kaisho	U+5db7	嶷
U+5db7	嶷
嶺-Insatsu	U+5dba	嶺
嶺-Kaisho	U+5dba	嶺
U+5dba	嶺
U+5dbc	嶼
U+5dbd	嶽
巉-Kaisho	U+5dc9	巉
U+5dc9	巉
巌-Kaisho	U+5dcc	巌
巌-KaishoVt3	U+5dcc	巌
U+5dcc	巌
巍-Kaisho	U+5dcd	巍
U+5dcd	巍
U+5dd2	巒
巓-Kaisho	U+5dd3	巓
U+5dd3	巓
巖-Kaisho	U+5dd6	巖
巖-KaishoVt3	U+5dd6	巖
U+5dd6	巖
U+5ddb	巛
U+5ddd	川
U+5dde	州
U+5de1	巡
巣-Kaisho	U+5de3	巣
U+5de3	巣
U+5de5	工
U+5de6	左
U+5de7	巧
巨-HzFst	U+5de8	巨
U+5de8	巨
U+5deb	巫
U+5dee	差
差-VtLst	U+5dee	差
U+5df1	己
U+5df2	已
U+5df3	巳
U+5df4	巴
U+5df5	巵
巷-HyougaiKaisho	U+5df7	巷
巷-Hyougai	U+5df7	巷
U+5df7	巷
巻-Kaisho	U+5dfb	巻
U+5dfb	巻
U+5dfd	巽
U+5dfe	巾
市-Kaisho	U+5e02	市
U+5e02	市
U+5e03	布
U+5e06	帆
U+5e0b	帋
U+5e0c	希
U+5e11	帑
帖-HzFst	U+5e16	帖
U+5e16	帖
U+5e19	帙
U+5e1a	帚
帛-Kaisho	U+5e1b	帛
U+5e1b	帛
帝-Kaisho	U+5e1d	帝
U+5e1d	帝
U+5e25	帥
U+5e2b	師
席-Kaisho	U+5e2d	席
U+5e2d	席
U+5e2f	帯
帰-Kaisho	U+5e30	帰
U+5e30	帰
帳-HzFst	U+5e33	帳
U+5e33	帳
U+5e36	帶
U+5e37	帷
U+5e38	常
帽-Kaisho	U+5e3d	帽
U+5e3d	帽
幀-KaishoHzFst	U+5e40	幀
幀-Kaisho	U+5e40	幀
U+5e40	幀
U+5e43	幃
U+5e44	幄
幄-VtFst	U+5e44	幄
幅-Kaisho	U+5e45	幅
U+5e45	幅
U+5e47	幇
幌-Kaisho	U+5e4c	幌
U+5e4c	幌
幎-Kaisho	U+5e4e	幎
U+5e4e	幎
幔-Kaisho	U+5e54	幔
U+5e54	幔
幕-Kaisho	U+5e55	幕
U+5e55	幕
U+5e57	幗
幟-Kaisho	U+5e5f	幟
U+5e5f	幟
幡-Kaisho	U+5e61	幡
U+5e61	幡
幢-Kaisho	U+5e62	幢
幢-KaishoVtLst	U+5e62	幢
U+5e62	幢
U+5e63	幣
U+5e64	幤
U+5e72	干
U+5e73	平
U+5e74	年
U+5e75	幵
U+5e76	并
幸-Kaisho	U+5e78	幸
U+5e78	幸
幹-Kaisho	U+5e79	幹
U+5e79	幹
U+5e7a	幺
U+5e7b	幻
U+5e7c	幼
U+5e7d	幽
U+5e7e	幾
广-Kaisho	U+5e7f	广
U+5e7f	广
庁-Kaisho	U+5e81	庁
U+5e81	庁
広-Kaisho	U+5e83	広
U+5e83	広
庄-Kaisho	U+5e84	庄
U+5e84	庄
庇-Kaisho	U+5e87	庇
U+5e87	庇
床-Kaisho	U+5e8a	床
U+5e8a	床
序-Kaisho	U+5e8f	序
U+5e8f	序
底-Kaisho	U+5e95	底
U+5e95	底
庖-HyougaiKaisho	U+5e96	庖
庖-Hyougai	U+5e96	庖
U+5e96	庖
店-KaishoHzFst	U+5e97	店
店-Kaisho	U+5e97	店
U+5e97	店
庚-Kaisho	U+5e9a	庚
U+5e9a	庚
府-Kaisho	U+5e9c	府
U+5e9c	府
庠-Kaisho	U+5ea0	庠
U+5ea0	庠
度-Kaisho	U+5ea6	度
U+5ea6	度
座-Kaisho	U+5ea7	座
